PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS
John-Michael Liles,-,35,LD,Left,BOS,35+ (1-way),35,,1,UFA,2017,"$2,000,000","$2,250,000","$2,000,000","$2,000,000",$0,"$250,000"
Tom Wilson,WSH,22,RW,Right,WSH,Standard (1-way),22,,2,RFA,2018,"$2,000,000","$2,000,000","$1,750,000","$1,750,000",$0,$0
Jason Zucker,NSH,24,"LW, RW",Left,MIN,Standard (1-way),24,,2,RFA,2018,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0
Trevor Lewis,LAK,29,"RW, C",Right,LAK,Standard (1-way),29,,4,UFA,2020,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0
Eric Fehr,-,30,"C, RW",Right,PIT,Standard (1-way),29,,3,UFA,2018,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0
Patrick Maroon,BOS,28,"LW, RW",Left,ANA,Standard (1-way),26,,3,UFA,2018,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0
Antoine Roussel,-,26,LW,Left,DAL,Standard (1-way),24,,4,UFA,2018,"$2,000,000","$2,000,000","$2,200,000","$2,200,000",$0,$0
Brian Boyle,-,31,"LW, C",Left,TBL,Standard (1-way),29,,3,UFA,2017,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0
Calvin De Haan,TBL,25,LD/RD,Left,NYI,Standard (1-way),23,,3,RFA,2017,"$1,966,667","$1,966,667","$2,900,000","$2,500,000","$400,000",$0
Dwight King,-,26,"LW, RW",Left,LAK,Standard (1-way),25,,3,UFA,2017,"$1,950,000","$1,950,000","$2,100,000","$2,100,000",$0,$0
Vladislav Namestnikov,WPG,23,"LW, RW, C",Left,TBL,Standard (1-way),23,,2,RFA,2018,"$1,937,500","$1,937,500","$1,900,000","$1,900,000",$0,$0
Nick Bonino,-,28,"C, LW",Left,ANA,Standard (1-way),25,,3,UFA,2017,"$1,900,000","$1,900,000","$2,100,000","$2,100,000",$0,$0
Zack Smith,-,28,"LW, C",Left,OTT,Standard (1-way),24,,4,UFA,2017,"$1,887,500","$1,887,500","$2,350,000","$2,350,000",$0,$0
Sven Baertschi,-,23,LW,Left,VAN,Standard (1-way),23,,2,RFA,2018,"$1,850,000","$1,850,000","$1,700,000","$1,500,000","$200,000",$0
Matt Hendricks,-,35,"RW, C, LW",Left,NSH,Standard (1-way),32,,4,UFA,2017,"$1,850,000","$1,850,000","$1,850,000","$1,850,000",$0,$0
Mark Letestu,-,31,"C, RW",Right,EDM,Standard (1-way),30,,3,UFA,2018,"$1,800,000","$1,800,000","$1,800,000","$1,800,000",$0,$0
John Mitchell,-,31,C,Left,COL,Standard (1-way),29,,3,UFA,2017,"$1,800,000","$1,800,000","$1,900,000","$1,900,000",$0,$0
Ryan Garbutt,-,30,LW,Left,DAL,Standard (1-way),28,,3,UFA,2017,"$1,800,000","$1,800,000","$2,000,000","$2,000,000",$0,$0
Antoine Vermette,-,33,"C, LW",Left,ANA,Standard (1-way),33,NMC,2,UFA,2018,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0
Jay Beagle,-,30,C,Right,WSH,Standard (1-way),29,,3,UFA,2018,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0
Chad Johnson,-,30,G,Left,CGY,Standard (1-way),30,,1,UFA,2017,"$1,700,000","$1,700,000","$1,700,000","$1,700,000",$0,$0
Brayden McNabb,VGK,25,LD,Left,LAK,Standard (1-way),25,,2,UFA,2018,"$1,700,000","$1,700,000","$1,600,000","$1,550,000","$50,000",$0
John Moore,-,25,LD,Left,NJD,Standard (1-way),24,,3,UFA,2018,"$1,666,667","$1,666,667","$1,750,000","$1,750,000",$0,$0
Michael Grabner,-,28,"LW, RW",Left,NYR,Standard (1-way),28,,2,UFA,2018,"$1,650,000","$1,650,000","$1,650,000","$1,650,000",$0,$0
Melker Karlsson,-,25,"RW, C",Right,SJS,Standard (1-way),24,,2,RFA,2017,"$1,650,000","$1,650,000","$1,850,000","$1,850,000",$0,$0
Nick Holden,-,29,LD,Left,COL,Standard (1-way),27,,3,UFA,2018,"$1,650,000","$1,650,000","$1,650,000","$1,650,000",$0,$0
Michal Neuvirth,-,28,G,Left,PHI,Standard (1-way),27,,2,UFA,2017,"$1,625,000","$1,625,000","$1,750,000","$1,750,000",$0,$0
Teddy Purcell,-,30,"RW, LW",Right,LAK,Standard (1-way),30,,1,UFA,2017,"$1,600,000","$1,600,000","$1,600,000","$1,600,000",$0,$0
Jake McCabe,TOR,22,LD/RD,Left,BUF,Standard (1-way),22,,3,RFA,2019,"$1,600,000","$1,600,000","$1,250,000","$1,250,000",$0,$0
Kyle Clifford,TOR,25,LW,Left,LAK,Standard (1-way),24,,5,UFA,2020,"$1,600,000","$1,600,000","$1,250,000","$1,250,000",$0,$0
Nate Thompson,-,31,C,Left,TBL,Standard (1-way),28,,4,UFA,2017,"$1,600,000","$1,600,000","$1,700,000","$1,700,000",$0,$0
Dalton Prout,-,26,RD,Right,CBJ,Standard (1-way),26,,2,UFA,2018,"$1,575,000","$1,575,000","$1,250,000","$1,250,000",$0,$0
Eric Gelinas,-,25,LD,Left,NJD,Standard (1-way),24,,2,UFANo QO,2017,"$1,575,000","$1,575,000","$1,650,000","$1,650,000",$0,$0
Darcy Kuemper,WSH,26,G,Left,MIN,Standard (1-way),26,,1,UFA,2017,"$1,550,000","$1,550,000","$1,550,000","$1,550,000",$0,$0
Alexander Burmistrov,-,24,"C, RW",Left,WPG,Standard (1-way),23,,2,UFANo QO,2017,"$1,550,000","$1,550,000","$1,600,000","$1,600,000",$0,$0
Jacob Markström,CGY,26,G,Left,VAN,Standard (1-way),25,,2,UFA,2017,"$1,550,000","$1,550,000","$1,600,000","$1,600,000",$0,$0
Brian Campbell,-,37,LD,Left,CHI,35+ (1-way),37,NMC,1,UFA,2017,"$1,500,000","$2,250,000","$1,500,000","$1,500,000",$0,"$750,000"
Viktor Stalberg,-,30,"LW, RW",Left,CAR,Standard (1-way),30,,1,UFA,2017,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0
Zack Kassian,-,25,RW,Right,EDM,Standard (1-way),25,,1,RFA,2017,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0
Chris Neil,-,37,RW,Right,OTT,35+ (1-way),36,NMC,1,UFA,2017,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0
Gregory Campbell,-,32,"C, LW",Left,CBJ,Standard (1-way),31,,2,UFA,2017,"$1,500,000","$1,500,000","$1,300,000","$1,300,000",$0,$0
Thomas Greiss,-,30,G,Left,NYI,Standard (1-way),29,,2,UFA,2017,"$1,500,000","$1,500,000","$2,000,000","$2,000,000",$0,$0
Cody McCormick,-,33,"C, RW, LW",Right,BUF,Standard (1-way),31,,3,UFA,2017,"$1,500,000","$1,500,000","$1,000,000","$1,000,000",$0,$0
Alexey Marchenko,-,24,RD,Right,DET,Standard (1-way),24,,2,RFA,2018,"$1,450,000","$1,450,000","$1,300,000","$1,100,000","$200,000",$0
Andrej Sustr,-,25,RD,Right,TBL,Standard (1-way),24,,2,RFA,2017,"$1,450,000","$1,450,000","$1,600,000","$1,600,000",$0,$0
Reto Berra,-,29,G,Left,COL,Standard (1-way),27,,3,UFA,2017,"$1,450,000","$1,450,000","$1,500,000","$1,500,000",$0,$0
Tanner Glass,-,32,LW,Left,NYR,Standard (1-way),30,,3,UFA,2017,"$1,450,000","$1,450,000","$1,000,000","$1,000,000",$0,$0
Brandon Davidson,-,24,LD,Left,EDM,Standard (1-way),24,,2,UFANo QO,2018,"$1,425,000","$1,425,000","$1,300,000","$1,300,000",$0,$0
Justin Schultz,SEA,25,RD,Right,PIT,Standard (1-way),26,,1,RFA,2017,"$1,400,000","$1,400,000","$1,400,000","$1,400,000",$0,$0
Tom Gilbert,-,33,RD,Right,LAK,Standard (1-way),33,,1,UFA,2017,"$1,400,000","$1,400,000","$1,400,000","$1,400,000",$0,$0
Tanner Pearson,MTL,23,LW,Left,LAK,Standard (1-way),22,,2,RFA,2017,"$1,400,000","$1,400,000","$1,550,000","$1,550,000",$0,$0
Andrew Hammond,-,28,G,Left,OTT,Standard (1-way),27,,3,UFA,2018,"$1,350,000","$1,350,000","$1,350,000","$1,350,000",$0,$0
Cody McLeod,-,32,"LW, RW",Left,COL,Standard (1-way),30,,3,UFA,2018,"$1,333,333","$1,333,333","$1,250,000","$1,250,000",$0,$0
Peter Holland,-,25,C,Left,TOR,Standard (1-way),25,,1,UFANo QO,2017,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0
Mikhail Grigorenko,-,22,"C, LW",Left,COL,Standard (1-way),22,,1,UFANo QO,2017,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0
Devante Smith-Pelly,-,24,"RW, LW",Right,NJD,Standard (1-way),24,,2,RFA,2018,"$1,300,000","$1,300,000","$1,250,000","$1,250,000",$0,$0
Derek MacKenzie,-,35,"C, LW",Left,FLA,Standard (1-way),33,,3,UFA,2017,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0
Joakim Nordström,-,24,"LW, RW",Left,CAR,Standard (1-way),24,,2,UFANo QO,2018,"$1,275,000","$1,275,000","$1,250,000","$1,250,000",$0,$0
Kyle Quincey,-,30,RD,Left,NJD,Standard (1-way),31,,1,UFA,2017,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0
Martin Marincin,-,24,LD,Left,TOR,Standard (1-way),24,,2,RFA,2018,"$1,250,000","$1,250,000","$1,200,000","$1,200,000",$0,$0
Luke Schenn,NSH,26,RD,Right,ARI,Standard (1-way),26,,2,UFA,2018,"$1,250,000","$1,250,000","$1,000,000","$1,000,000",$0,$0
Pierre-Alexandre Parenteau,-,33,RW,Right,NYI,Standard (1-way),33,,1,UFA,2017,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0
Vernon Fiddler,-,36,"C, LW",Left,NJD,35+ (1-way),36,,1,UFA,2017,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0
J.T. Brown,-,25,RW,Right,TBL,Standard (1-way),25,,2,UFA,2018,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0
Erik Condra,-,29,RW,Right,TBL,Standard (1-way),28,,3,UFA,2018,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0
Brandon Bollig,-,29,LW,Left,CHI,Standard (1-way),27,,3,UFA,2017,"$1,250,000","$1,250,000","$1,300,000","$1,300,000",$0,$0
Anton Khudobin,-,30,G,Left,BOS,Standard (1-way),30,,2,UFA,2018,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0
Matt Hunwick,-,31,LD,Left,TOR,Standard (1-way),30,,2,UFA,2017,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0
Torrey Mitchell,-,31,"C, RW",Right,MTL,Standard (1-way),30,,3,UFA,2018,"$1,200,000","$1,200,000","$1,300,000","$1,300,000",$0,$0
Jay McClement,-,33,C,Left,CAR,Standard (1-way),31,,2,UFA,2017,"$1,200,000","$1,200,000","$1,100,000","$1,100,000",$0,$0
Chris Thorburn,-,33,"RW, LW",Right,WPG,Standard (1-way),31,,3,UFA,2017,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0
Paul Byron,-,27,"LW, RW",Left,MTL,Standard (1-way),26,,3,UFA,2019,"$1,166,667","$1,166,667","$1,300,000","$1,000,000","$300,000",$0
Zemgus Girgensons,BUF,22,"LW, C",Left,BUF,Standard (1-way),22,,1,RFA,2017,"$1,150,000","$1,150,000","$1,150,000","$1,150,000",$0,$0
Chris Stewart,-,28,"RW, LW",Right,MIN,Standard (1-way),28,,2,UFA,2018,"$1,150,000","$1,150,000","$1,200,000","$1,200,000",$0,$0
Michael Hutchinson,DET,26,G,Right,WPG,Standard (1-way),26,,2,UFA,2018,"$1,150,000","$1,150,000","$1,000,000","$1,000,000",$0,$0
Jon Merrill,MIN,24,LD,Left,NJD,Standard (1-way),24,,2,RFA,2018,"$1,137,500","$1,137,500","$1,000,000","$1,000,000",$0,$0
Adam Lowry,WPG,23,C,Left,WPG,Standard (1-way),23,,2,RFA,2018,"$1,125,000","$1,125,000","$1,000,000","$1,000,000",$0,$0
Carter Hutton,-,30,G,Left,STL,Standard (1-way),30,,2,UFA,2018,"$1,125,000","$1,125,000","$1,250,000","$1,250,000",$0,$0
Mark Pysyk,CGY,24,RD,Right,BUF,Standard (1-way),23,,2,RFA,2017,"$1,125,000","$1,125,000","$1,250,000","$1,250,000",$0,$0
Ryan Reaves,TOR,29,RW,Right,STL,Standard (1-way),26,,4,UFA,2018,"$1,125,000","$1,125,000","$1,125,000","$1,125,000",$0,$0
Joe Vitale,-,30,"C, RW",Right,ARI,Standard (1-way),28,,3,UFA,2017,"$1,116,667","$1,116,667","$1,300,000","$1,300,000",$0,$0
Brandon Pirri,-,25,"RW, LW",Left,NYR,Standard (1-way),25,,1,UFANo QO,2017,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
Jacob Josefson,-,25,"C, LW",Left,NJD,Standard (1-way),25,,1,UFANo QO,2017,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
Jordie Benn,-,28,LD/RD,Left,DAL,Standard (1-way),28,,3,UFA,2019,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
Mark Borowiecki,-,26,LD,Left,OTT,Standard (1-way),25,,3,UFA,2018,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
Louis Domingue,NYR,24,G,Right,ARI,Standard (1-way),24,,2,RFA,2018,"$1,050,000","$1,050,000","$1,000,000","$1,000,000",$0,$0
Joel Edmundson,TOR,23,LD/RD,Left,STL,Standard (1-way),22,,2,RFA,2018,"$1,050,000","$1,050,000","$900,000","$900,000",$0,$0
Alex Petrovic,DAL,24,RD,Right,FLA,Standard (1-way),23,,2,RFA,2017,"$1,050,000","$1,050,000","$1,200,000","$1,200,000",$0,$0
Robert Bortuzzo,NYI,27,RD,Right,STL,Standard (1-way),26,,2,UFA,2017,"$1,050,000","$1,050,000","$1,050,000","$1,050,000",$0,$0
Philip Larsen,-,26,D,Right,VAN,Standard (1-way),26,,1,UFA,2017,"$1,025,000","$1,025,000","$1,025,000","$900,000","$125,000",$0
Drew Miller,-,32,"LW, RW",Left,DET,Standard (1-way),32,,1,UFA,2017,"$1,025,000","$1,375,000","$1,025,000","$1,025,000",$0,"$350,000"
Mike Weber,-,28,LD,Left,MIN,Standard (2-way),29,,1,UFA,2017,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Lauri Korpikoski,-,29,"LW, RW",Left,DAL,Standard (1-way),29,,1,UFA,2017,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Dennis Seidenberg,-,34,RD,Left,NYI,Standard (1-way),34,,1,UFA,2017,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Matt Cullen,-,39,"C, LW",Left,PIT,35+ (1-way),39,,1,UFA,2017,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Radim Vrbata,-,35,RW,Right,ARI,35+ (1-way),35,,1,UFA,2017,"$1,000,000","$3,250,000","$1,000,000","$1,000,000",$0,"$2,250,000"
Colin Miller,WPG,23,RD,Right,BOS,Standard (1-way),23,,2,RFA,2018,"$1,000,000","$1,000,000","$900,000","$900,000",$0,$0
Calvin Pickard,EDM,24,G,Left,COL,Standard (1-way),24,,2,RFA,2018,"$1,000,000","$1,000,000","$925,000","$925,000",$0,$0
Anders Nilsson,-,26,G,Left,BUF,Standard (1-way),26,,1,UFA,2017,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Ryan White,-,28,C,Right,ARI,Standard (1-way),28,,1,UFA,2017,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Kevin Connauton,LAK,26,LD/RD,Left,ARI,Standard (1-way),26,,2,UFA,2018,"$1,000,000","$1,000,000","$950,000","$950,000",$0,$0
Patrick Eaves,-,32,"RW, LW",Right,DAL,Standard (1-way),32,,1,UFA,2017,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
William Karlsson,VGK,23,C,Left,CBJ,Standard (1-way),23,,2,RFA,2018,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Dmitrij Jaskin,-,23,"RW, LW",Left,STL,Standard (1-way),23,,2,RFA,2018,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Antti Raanta,CAR,27,G,Left,NYR,Standard (1-way),26,,2,UFA,2018,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Erik Haula,NJD,25,"C, LW",Left,MIN,Standard (1-way),24,,2,RFA,2017,"$1,000,000","$1,000,000","$1,050,000","$1,050,000",$0,$0
Nathan Beaulieu,-,23,LD/RD,Left,MTL,Standard (1-way),22,,2,RFA,2017,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
Anton Lander,-,25,"C, LW, RW",Left,EDM,Standard (1-way),23,,2,RFA,2017,"$987,500","$987,500","$1,050,000","$1,050,000",$0,$0
Brandon Manning,-,26,LD,Left,PHI,Standard (1-way),26,,2,UFA,2018,"$975,000","$975,000","$950,000","$850,000","$100,000",$0
Kris Versteeg,-,30,"LW, RW",Right,CGY,Standard (1-way),30,M-NTC,1,UFA,2017,"$950,000","$950,000","$950,000","$950,000",$0,$0
Eric Gryba,-,28,RD,Right,EDM,Standard (2-way),28,,1,UFA,2017,"$950,000","$950,000","$950,000","$950,000",$0,$0
Boyd Gordon,-,32,C,Right,PHI,Standard (1-way),32,,1,UFA,2017,"$950,000","$950,000","$950,000","$950,000",$0,$0
Colton Sceviour,-,27,"RW, C",Right,FLA,Standard (1-way),27,,2,UFA,2018,"$950,000","$950,000","$950,000","$950,000",$0,$0
Al Montoya,-,31,G,Left,MTL,Standard (1-way),31,,1,UFA,2017,"$950,000","$950,000","$950,000","$950,000",$0,$0
Kyle Brodziak,-,32,C,Right,STL,Standard (1-way),32,,2,UFA,2018,"$950,000","$950,000","$1,000,000","$1,000,000",$0,$0
Johan Larsson,-,23,"C, LW",Left,BUF,Standard (1-way),23,,1,RFA,2017,"$950,000","$950,000","$950,000","$950,000",$0,$0
Anton Rödin,-,25,RW,Left,VAN,Standard (1-way),25,,1,UFAGroup 6,2017,"$950,000","$950,000","$950,000","$750,000","$200,000",$0
Jesper Fast,CAR,24,RW,Right,NYR,Standard (1-way),23,,2,RFA,2017,"$950,000","$950,000","$1,000,000","$1,000,000",$0,$0
Ryan Spooner,-,24,"C, LW",Left,BOS,Standard (1-way),23,,2,RFA,2017,"$950,000","$950,000","$1,100,000","$1,100,000",$0,$0
Brian Flynn,-,27,RW,Right,MTL,Standard (1-way),26,,2,UFA,2017,"$950,000","$950,000","$950,000","$950,000",$0,$0
Jordan Nolan,-,27,LW,Left,LAK,Standard (1-way),26,,3,UFA,2018,"$950,000","$950,000","$1,000,000","$1,000,000",$0,$0
Colin White,MTL,19,"C, RW",Right,OTT,Entry-Level,19,,3,10.2(c),2019,"$925,000","$1,491,667","$925,000","$832,500","$92,500",$0
C.J. Smith,-,21,LW,Left,BUF,Entry-Level,21,,2,10.2(c),2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Griffen Molino,-,22,C,Left,VAN,Entry-Level,22,,2,UFANo QO,2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Michael Kapla,-,21,D,Left,NJD,Entry-Level,21,,2,10.2(c),2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Brock Boeser,VAN,19,RW,Right,VAN,Entry-Level,19,,3,10.2(c),2019,"$925,000","$1,491,667","$925,000","$832,500","$92,500",$0
John Hayden,SEA,21,"C, LW, RW",Right,CHI,Entry-Level,22,,2,RFA,2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Brett Howden,VGK,18,"C, LW",Left,TBL,Entry-Level,18,,3,RFA,2021,"$925,000","$925,000",$0,"-$92,500","$92,500",$0
Sam Steel,DAL,18,"C, LW",Left,ANA,Entry-Level,18,,3,RFA,2021,"$925,000","$925,000",$0,"-$92,500","$92,500",$0
Logan Stanley,WPG,18,LD,Left,WPG,Entry-Level,18,,3,RFA,2021,"$925,000","$1,137,500",$0,"-$92,500","$92,500",$0
Michael McLeod,NJD,18,C,Right,NJD,Entry-Level,18,,3,RFA,2021,"$925,000","$1,425,000",$0,"-$92,500","$92,500",$0
Matthew Benning,SJS,22,RD,Right,EDM,Entry-Level,22,,2,RFA,2018,"$925,000","$1,075,000","$925,000","$832,500","$92,500",$0
Max Jones,ANA,18,"LW, RW",Left,ANA,Entry-Level,18,,3,RFA,2021,"$925,000","$925,000",$0,"-$92,500","$92,500",$0
Jimmy Vesey,NYR,23,"RW, LW",Left,NYR,Entry-Level,23,,2,RFA,2018,"$925,000","$3,775,000","$925,000","$832,500","$92,500","$2,850,000"
Logan Brown,TBL,18,"C, LW",Left,OTT,Entry-Level,18,,3,RFA,2021,"$925,000","$1,635,000",$0,"-$92,500","$92,500",$0
Olli Juolevi,-,18,LD,Left,VAN,Entry-Level,18,,3,RFA,2021,"$925,000","$1,975,000",$0,"-$92,500","$92,500",$0
Jakob Chychrun,OTT,18,LD/RD,Left,ARI,Entry-Level,18,,3,RFA,2019,"$925,000","$1,350,000","$925,000","$832,500","$92,500","$425,000"
Trevor Moore,LAK,21,"LW, RW",Left,TOR,Entry-Level,21,,3,RFA,2019,"$925,000","$1,775,000","$925,000","$832,500","$92,500","$850,000"
Auston Matthews,TOR,18,C,Left,TOR,Entry-Level,18,,3,RFA,2019,"$925,000","$3,775,000","$925,000","$832,500","$92,500","$2,850,000"
Jack Roslovic,NYR,19,"C, RW",Right,WPG,Entry-Level,19,,3,RFA,2020,"$925,000","$1,137,500",$0,"-$92,500","$92,500",$0
Alexander Nylander,CBJ,18,"RW, LW",Right,BUF,Entry-Level,18,,3,10.2(c),2021,"$925,000","$1,775,000",$0,"-$92,500","$92,500",$0
Joel Armia,MTL,23,"RW, LW",Right,WPG,Standard (1-way),23,,2,RFA,2018,"$925,000","$925,000","$875,000","$875,000",$0,$0
Jesse Puljujärvi,PIT,18,RW,Right,EDM,Entry-Level,18,,3,RFA,2019,"$925,000","$3,425,000","$925,000","$832,500","$92,500","$2,500,000"
Roman Lyubimov,-,24,"C, LW",Right,PHI,Entry-Level,24,,1,RFA,2017,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Julien Gauthier,NYI,18,RW,Right,CAR,Entry-Level,18,,3,RFA,2021,"$925,000","$1,225,000",$0,"-$92,500","$92,500",$0
Jake Bean,CBJ,18,LD/RD,Left,CAR,Entry-Level,18,,3,RFA,2021,"$925,000","$1,425,000",$0,"-$92,500","$92,500",$0
Matthew Tkachuk,FLA,18,RW,Left,CGY,Entry-Level,18,,3,RFA,2019,"$925,000","$1,775,000","$925,000","$832,500","$92,500","$850,000"
Patrik Laine,CBJ,18,"C, RW, LW",Right,WPG,Entry-Level,18,,3,RFA,2019,"$925,000","$3,575,000","$925,000","$832,500","$92,500","$2,650,000"
Mikhail Sergachev,TBL,18,LD/RD,Left,MTL,Entry-Level,18,,3,RFA,2020,"$925,000","$1,775,000",$0,"-$92,500","$92,500",$0
Pierre-Luc Dubois,LAK,18,C,Left,CBJ,Entry-Level,18,,3,RFA,2020,"$925,000","$3,425,000",$0,"-$92,500","$92,500",$0
Nick Schmaltz,ARI,20,"RW, C",Right,CHI,Entry-Level,20,,3,RFA,2019,"$925,000","$1,541,667","$925,000","$832,500","$92,500","$350,000"
Ian McCoshen,-,20,LD,Left,FLA,Entry-Level,20,,3,RFA,2019,"$925,000","$1,025,000","$925,000","$832,500","$92,500",$0
David Rittich,LAK,23,G,Left,CGY,Entry-Level,24,,1,RFA,2017,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Sebastian Aho,CAR,18,C,Left,CAR,Entry-Level,19,,3,RFA,2019,"$925,000","$1,775,000","$925,000","$832,500","$92,500","$850,000"
Jacob Larsson,OTT,19,LD,Left,ANA,Entry-Level,19,,3,RFA,2020,"$925,000","$925,000",$0,"-$92,500","$92,500",$0
Marcus Sörensen,-,24,"LW, RW",Left,SJS,Entry-Level,24,,1,RFA,2017,"$925,000","$1,350,000","$925,000","$832,500","$92,500","$425,000"
Pavel Buchnevich,STL,21,"LW, RW, C",Left,NYR,Entry-Level,21,,3,RFA,2019,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Denis Gurianov,PHI,19,"RW, LW",Left,DAL,Entry-Level,19,,3,RFA,2020,"$925,000","$1,675,000",$0,"-$92,500","$92,500",$0
Patrick Russell,-,23,RW,Right,EDM,Entry-Level,23,,2,RFA,2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Drake Caggiula,EDM,22,"LW, RW",Left,EDM,Entry-Level,22,,2,RFA,2018,"$925,000","$1,350,000","$925,000","$832,500","$92,500","$425,000"
Nikita Zaitsev,CHI,24,RD,Right,TOR,Entry-Level,24,,1,RFA,2017,"$925,000","$1,775,000","$925,000","$832,500","$92,500","$850,000"
Michael Garteig,-,24,G,Right,VAN,Entry-Level,24,,1,UFANo QO,2017,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Daniel Pribyl,-,23,"C, RW",Right,CGY,Entry-Level,23,,2,UFANo QO,2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Paul LaDue,NYI,23,RD,Right,LAK,Entry-Level,24,,1,RFA,2017,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
J.T. Compher,DET,21,"C, RW",Right,COL,Entry-Level,21,,3,RFA,2019,"$925,000","$1,000,000","$925,000","$832,500","$92,500","$50,000"
Thatcher Demko,VAN,20,G,Left,VAN,Entry-Level,20,,3,RFA,2019,"$925,000","$2,941,666","$925,000","$832,500","$92,500","$1,350,000"
Gabriel Carlsson,-,19,LD,Left,CBJ,Entry-Level,19,,3,RFA,2020,"$925,000","$925,000",$0,"-$92,500","$92,500",$0
Devon Toews,COL,22,LD,Left,NYI,Entry-Level,22,,2,RFA,2018,"$925,000","$1,031,250","$925,000","$832,500","$92,500","$212,500"
Troy Stecher,EDM,22,RD,Right,VAN,Entry-Level,22,,2,RFA,2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Alex Tuch,BUF,20,"RW, LW",Right,MIN,Entry-Level,20,,3,RFA,2019,"$925,000","$1,350,000","$925,000","$832,500","$92,500","$425,000"
Mantas Armalis,-,23,G,Left,SJS,Entry-Level,23,,1,UFANo QO,2017,"$925,000","$1,350,000","$925,000","$832,500","$92,500","$425,000"
Kyle Connor,WPG,19,LW,Left,WPG,Entry-Level,19,,3,RFA,2019,"$925,000","$1,775,000","$925,000","$832,500","$92,500","$850,000"
Kevin Roy,-,23,"C, LW",Left,ANA,Entry-Level,23,,2,RFA,2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Miles Wood,COL,20,LW,Left,NJD,Entry-Level,19,,3,10.2(c),2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Steven Santini,LAK,21,RD,Right,NJD,Entry-Level,20,,3,10.2(c),2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Nick Ellis,-,22,G,Left,EDM,Entry-Level,22,,2,RFA,2018,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
Alex Lyon,DET,23,G,Left,PHI,Entry-Level,22,,2,10.2(c),2017,"$925,000","$925,000","$925,000","$832,500","$92,500",$0
