PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS
Patrick Bjorkstrand,-,24,"RW, LW",Left,LAK,Entry-Level,23,,1,UFANo QO,2017,"$667,500","$925,000","$667,500","$575,000","$92,500","$257,500"
Nolan Valleau,-,23,LD,Left,CHI,Entry-Level,22,,2,UFANo QO,2017,"$667,500","$925,000","$667,500","$575,000","$92,500","$257,500"
Kevin Gravel,NSH,24,LD,Left,LAK,Entry-Level,23,,2,RFA,2017,"$667,500","$667,500","$667,500","$575,000","$92,500",$0
Conor Sheary,TBL,24,"LW, RW",Left,PIT,Entry-Level,23,,2,RFA,2017,"$667,500","$925,000","$667,500","$575,000","$92,500","$257,500"
Tanner Kero,-,23,"C, LW",Left,CHI,Entry-Level,23,,2,RFA,2017,"$667,500","$925,000","$667,500","$575,000","$92,500","$257,500"
Erik Gustafsson,NYR,24,LD,Left,CHI,Entry-Level,23,,2,RFA,2017,"$667,500","$925,000","$667,500","$575,000","$92,500","$257,500"
Connor Hellebuyck,WPG,23,G,Left,WPG,Entry-Level,21,,3,RFA,2017,"$667,500","$925,000","$692,500","$600,000","$92,500","$232,500"
Ross Johnston,ANA,22,LW,Left,NYI,Entry-Level,21,,3,RFA,2018,"$666,667","$666,667","$670,000","$650,000","$20,000",$0
Daniel Zaar,-,22,RW,Right,CBJ,Entry-Level,20,,3,RFA,2017,"$666,667","$666,667","$700,000","$630,000","$70,000",$0
Kurtis Gabriel,-,23,RW,Right,MIN,Entry-Level,21,,3,RFA,2017,"$666,667","$750,000","$725,000","$650,000","$75,000","$25,000"
Mark MacMillan,-,24,RW,Left,MTL,Entry-Level,23,,2,UFANo QO,2017,"$665,000","$900,000","$665,000","$575,000","$90,000","$235,000"
Tyler Lewington,-,21,RD,Right,WSH,Entry-Level,20,,3,RFA,2018,"$665,000","$665,000","$638,000","$575,000","$63,000",$0
Colby Sissons,-,18,LD,Left,NJD,Entry-Level,18,,3,UFANo QO,2021,"$663,333","$663,333",$0,"-$35,000","$35,000",$0
Tim McGauley,-,20,C,Left,WSH,Entry-Level,19,,3,UFANo QO,2018,"$663,333","$663,333","$655,000","$600,000","$55,000",$0
Zachary Pochiro,-,22,LW,Right,STL,Entry-Level,20,,3,UFANo QO,2017,"$663,333","$800,000","$700,000","$625,000","$75,000","$50,000"
Mackenzie Skapski,-,22,G,Left,NYR,Entry-Level,20,,3,UFANo QO,2017,"$663,333","$800,000","$705,000","$625,000","$80,000","$95,000"
Blake Pietila,-,23,"C, RW",Left,NJD,Entry-Level,22,,2,RFA,2017,"$662,500","$750,000","$675,000","$600,000","$75,000","$75,000"
Tyler Bertuzzi,TOR,21,"LW, RW",Left,DET,Entry-Level,19,,3,RFA,2018,"$661,667","$910,833","$667,500","$575,000","$92,500","$257,500"
Philippe Desrosiers,-,20,G,Left,DAL,Entry-Level,19,,3,RFA,2018,"$661,667","$902,500","$667,500","$575,000","$92,500","$257,500"
Erik Karlsson,-,21,LW,Left,CAR,Entry-Level,20,,3,RFA,2017,"$661,667","$671,667","$720,000","$650,000","$70,000",$0
Calle Andersson,-,22,RD,Right,NYR,Entry-Level,20,,3,RFA,2017,"$661,666","$661,666","$665,000","$600,000","$65,000",$0
Lane Pederson,EDM,18,C,Right,ARI,Entry-Level,19,,3,RFA,2020,"$660,000","$660,000",$0,"-$35,000","$35,000",$0
Christopher Gibson,-,23,G,Left,NYI,Standard (2-way),23,,1,RFA,2017,"$660,000","$660,000","$660,000","$660,000",$0,$0
Jonathan Racine,-,23,LD,Left,FLA,Standard (2-way),23,,1,UFANo QO,2017,"$660,000","$660,000","$660,000","$660,000",$0,$0
Logan Shaw,-,23,"C, RW",Right,FLA,Standard (2-way),23,,1,RFA,2017,"$660,000","$660,000","$660,000","$660,000",$0,$0
Zach Palmquist,-,25,LD,Left,MIN,Standard (2-way),25,,1,RFA,2017,"$660,000","$660,000","$660,000","$660,000",$0,$0
Josh Archibald,-,23,"RW, LW",Right,PIT,Entry-Level,21,,3,RFA,2017,"$659,167","$925,000","$667,500","$575,000","$92,500","$257,500"
Joshua Brown,ARI,22,RD,Right,FLA,Entry-Level,21,,3,RFA,2018,"$658,333","$658,333","$635,000","$575,000","$60,000",$0
Cavan Fitzgerald,-,19,LD,Left,SJS,Entry-Level,18,,3,UFANo QO,2019,"$656,667","$656,667","$620,000","$575,000","$45,000",$0
Ryan Graves,PIT,21,LD,Left,NYR,Entry-Level,19,,3,RFA,2018,"$656,667","$846,667","$660,000","$580,000","$80,000","$190,000"
Brett Kulak,EDM,22,LD/RD,Left,CGY,Entry-Level,20,,3,RFA,2017,"$656,667","$816,667","$680,000","$600,000","$80,000","$120,000"
Ryan Culkin,-,22,LD,Left,CGY,Entry-Level,20,,3,UFANo QO,2017,"$656,666","$816,666","$680,000","$600,000","$80,000","$120,000"
Oliver Bjorkstrand,SEA,21,"RW, LW",Right,CBJ,Entry-Level,18,,3,RFA,2018,"$655,833","$871,667","$600,000","$600,000",$0,"$232,500"
Jalen Smereck,-,19,D,Left,ARI,Entry-Level,19,,3,UFANo QO,2020,"$655,000","$655,000",$0,"-$30,000","$30,000",$0
Macoy Erkamps,-,21,D,Right,OTT,Entry-Level,21,,3,UFANo QO,2019,"$655,000","$655,000","$605,000","$575,000","$30,000",$0
Colby Cave,-,Deceased (25),C,Left,BOS,Entry-Level,20,,3,RFA,2018,"$655,000","$655,000","$655,000","$625,000","$30,000",$0
MacKenze Stewart,-,20,"LD, LW",Left,VAN,Entry-Level,19,,3,UFANo QO,2018,"$655,000","$655,000","$630,000","$575,000","$55,000",$0
Antoine Bibeau,-,22,G,Left,TOR,Entry-Level,20,,3,UFANo QO,2017,"$655,000","$800,000","$680,000","$600,000","$80,000","$120,000"
Ben Harpur,NYR,21,LD,Left,OTT,Entry-Level,19,,3,RFA,2018,"$653,333","$773,333","$655,000","$575,000","$80,000","$145,000"
Jean Dupuy,-,21,LW,Left,BUF,Entry-Level,19,,3,UFANo QO,2017,"$653,333","$783,333","$675,000","$600,000","$75,000","$75,000"
Brett Lernout,-,20,RD,Right,MTL,Entry-Level,18,,3,UFANo QO,2019,"$653,333","$825,000","$660,000","$575,000","$85,000","$257,500"
Brendan Leipsic,-,22,LW,Left,NSH,Entry-Level,19,,3,RFA,2017,"$653,333","$894,167","$625,000","$625,000",$0,"$207,500"
Rene Bourque,-,34,LW,Left,COL,Standard (1-way),34,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
JC Lipon,-,22,RW,Right,WPG,Standard (2-way),22,,1,RFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Chris Casto,-,24,RD,Right,BOS,Standard (2-way),24,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Sam Gagner,EDM,26,"RW, C",Right,CBJ,Standard (1-way),26,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Brandon Gormley,-,24,LD,Left,NJD,Standard (2-way),24,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Jordan Schroeder,-,25,"C, RW",Right,MIN,Standard (2-way),25,,1,RFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Petr Straka,-,24,RW,Left,PHI,Standard (2-way),24,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Brendan Woods,-,24,LW,Left,CAR,Standard (2-way),24,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Dennis Robertson,-,25,LD,Left,CAR,Standard (2-way),25,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Ty Rattie,-,23,"RW, LW",Right,STL,Standard (1-way),23,,1,UFANo QO,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Dylan DeMelo,WPG,23,RD,Right,SJS,Standard (2-way),23,,2,UFANo QO,2018,"$650,000","$650,000","$600,000","$600,000",$0,$0
Jordan Weal,-,24,"C, RW, LW",Right,PHI,Standard (2-way),24,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Derek Forbort,BOS,24,LD,Left,LAK,Standard (2-way),24,,2,RFA,2018,"$650,000","$650,000","$650,000","$650,000",$0,$0
Taylor Beck,-,25,LW,Right,EDM,Standard (2-way),25,,1,RFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Derek Grant,-,26,"LW, C",Left,BUF,Standard (2-way),26,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Alex Stalock,ANA,28,G,Left,MIN,Standard (2-way),28,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Victor Bartley,-,28,LD,Left,MIN,Standard (2-way),28,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Jamie McBain,-,28,RD,Right,ARI,Standard (2-way),28,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Quinton Howden,-,24,"C, LW",Left,WPG,Standard (2-way),24,,1,UFANo QO,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Justin Falk,-,27,LD,Left,BUF,Standard (1-way),27,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Andrew Miller,-,27,C,Right,CAR,Standard (2-way),27,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Zach Trotman,-,25,RD,Right,LAK,Standard (1-way),25,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Max McCormick,SEA,24,LW,Left,OTT,Standard (2-way),24,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Casey Nelson,-,23,RD,Right,BUF,Standard (2-way),23,,2,UFAGroup 6,2018,"$650,000","$650,000","$650,000","$650,000",$0,$0
Patrick Brown,BOS,24,"C, RW",Right,CAR,Standard (2-way),24,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Anton Forsberg,OTT,23,G,Left,CBJ,Standard (2-way),23,,1,RFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Connor Brickley,-,24,"C, LW, RW",Left,FLA,Standard (2-way),24,,1,UFAGroup 6,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Brian Lashoff,-,25,LD,Left,DET,Standard (2-way),25,,1,RFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Sven Andrighetto,-,23,"RW, LW",Left,MTL,Standard (1-way),23,,1,RFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Shane Harper,-,27,RW,Right,FLA,Standard (2-way),27,,1,UFA,2017,"$650,000","$650,000","$650,000","$650,000",$0,$0
Eric Tangradi,-,27,LW,Left,DET,Standard (2-way),27,,2,UFA,2018,"$650,000","$650,000","$650,000","$600,000","$50,000",$0
Braden Christoffer,-,21,LW,Left,EDM,Entry-Level,21,,3,RFA,2018,"$650,000","$650,000","$625,000","$575,000","$50,000",$0
Daniel Walcott,-,22,LW,Left,TBL,Entry-Level,21,,3,RFA,2018,"$650,000","$650,000","$625,000","$575,000","$50,000",$0
Oscar Lindberg,-,24,"LW, C",Left,NYR,Standard (1-way),23,,2,RFA,2017,"$650,000","$650,000","$700,000","$700,000",$0,$0
Graham Black,-,23,C,Left,NJD,Entry-Level,21,,3,UFANo QO,2017,"$650,000","$750,000","$675,000","$600,000","$75,000","$75,000"
Michael McNiven,-,18,G,Left,MTL,Entry-Level,17,,3,RFA,2020,"$648,333","$685,000",$0,"-$70,000","$70,000",$0
Philippe Myers,TBL,19,RD,Right,PHI,Entry-Level,18,,3,RFA,2020,"$648,333","$648,333",$0,"-$35,000","$35,000",$0
Joseph Blandisi,-,21,C,Left,NJD,Entry-Level,19,,3,10.2(c),2017,"$648,333","$788,333","$715,000","$625,000","$90,000","$185,000"
Marek Langhamer,-,21,G,Left,ARI,Entry-Level,19,,3,10.2(c),2017,"$648,333","$733,333","$673,334","$600,001","$73,333","$60,000"
Zach Nastasiuk,-,21,RW,Right,DET,Entry-Level,18,,3,UFANo QO,2018,"$647,500","$871,667","$625,000","$625,000",$0,"$207,500"
Cole Ully,-,21,LW,Left,DAL,Entry-Level,19,,3,UFANo QO,2018,"$646,667","$725,000","$645,000","$575,000","$70,000","$55,000"
Dalton Thrower,-,22,RD,Right,MTL,Entry-Level,20,,3,UFANo QO,2017,"$646,666","$800,000","$648,750","$575,000","$73,750","$88,750"
Connor Crisp,-,22,LW,Left,MTL,Entry-Level,20,,3,UFANo QO,2017,"$646,666","$800,000","$655,000","$575,000","$80,000","$145,000"
Justin Kea,-,22,C,Left,BUF,Entry-Level,20,,3,UFANo QO,2017,"$646,666","$800,000","$655,000","$575,000","$80,000","$145,000"
Eric Comrie,BUF,20,G,Left,WPG,Entry-Level,18,,3,RFA,2018,"$645,000","$902,500","$575,000","$575,000",$0,"$257,500"
Anton Cederholm,-,21,LD,Left,VAN,Entry-Level,19,,3,UFANo QO,2018,"$645,000","$678,333","$645,000","$575,000","$70,000","$10,000"
Jesper Pettersson,-,21,RD,Right,PHI,Entry-Level,19,,3,UFANo QO,2017,"$645,000","$720,000","$660,000","$600,000","$60,000",$0
Gemel Smith,-,22,C,Left,DAL,Entry-Level,20,,3,RFA,2017,"$645,000","$700,000","$670,000","$600,000","$70,000","$30,000"
Dmitrii Sergeev,-,20,LD,Left,STL,Entry-Level,18,,3,RFA,2019,"$644,167","$644,167","$632,500","$575,000","$57,500",$0
Markus Eisenschmid,-,21,C,Right,MTL,Entry-Level,21,,2,10.2(c),2018,"$642,500","$642,500","$605,000","$575,000","$30,000",$0
Matt Luff,DET,19,RW,Right,LAK,Entry-Level,19,,3,RFA,2020,"$641,667","$641,667",$0,"-$20,000","$20,000",$0
Nick Schneider,-,18,G,Right,CGY,Entry-Level,17,,3,UFANo QO,2020,"$641,667","$641,667",$0,"-$25,000","$25,000",$0
Damir Sharipzyanov,-,20,LD,Left,LAK,Entry-Level,19,,3,RFA,2019,"$641,667","$641,667","$600,000","$575,000","$25,000",$0
Cody Donaghey,-,20,LD,Left,TOR,Entry-Level,18,,3,UFANo QO,2019,"$641,667","$641,667","$625,000","$575,000","$50,000",$0
Cameron Darcy,-,22,C,Right,TBL,Entry-Level,21,,3,RFA,2018,"$641,666","$641,666","$612,500","$575,000","$37,500",$0
Nic Dowd,WSH,26,C,Right,LAK,Standard (2-way),26,,2,UFA,2018,"$640,000","$640,000","$630,000","$630,000",$0,$0
Andreas Martinsen,-,26,C,Left,COL,Standard (1-way),26,,1,UFA,2017,"$640,000","$640,000","$640,000","$640,000",$0,$0
Bryan Rust,PIT,24,"RW, LW",Right,PIT,Standard (1-way),23,,2,RFA,2018,"$640,000","$640,000","$620,000","$620,000",$0,$0
Trevor Murphy,-,20,LD,Left,NSH,Entry-Level,20,,3,RFA,2018,"$640,000","$640,000","$615,000","$575,000","$40,000",$0
Tyler Ganly,-,21,RD,Right,CAR,Entry-Level,20,,3,UFANo QO,2018,"$640,000","$640,000","$615,000","$575,000","$40,000",$0
Eetu Laurikainen,-,24,G,Left,EDM,Entry-Level,23,,2,RFA,2017,"$640,000","$690,000","$652,500","$600,000","$52,500","$50,000"
Justin Hache,-,22,LD,Left,ARI,Entry-Level,20,,3,RFA,2017,"$640,000","$695,000","$665,000","$600,000","$65,000","$30,000"
Martin Frk,-,22,RW,Right,DET,Entry-Level,18,,3,RFA,2017,"$639,167","$863,333","$650,000","$650,000",$0,"$182,500"
Matt Lorito,-,25,"LW, RW",Left,DET,Standard (2-way),25,,2,UFA,2018,"$637,500","$637,500","$625,000","$575,000","$50,000",$0
Chris Wagner,COL,25,"RW, C",Right,ANA,Standard (1-way),24,,2,UFA,2018,"$637,500","$637,500","$625,000","$625,000",$0,$0
Colin McDonald,-,31,RW,Right,PHI,Standard (2-way),31,,2,UFA,2018,"$637,500","$637,500","$625,000","$625,000",$0,$0
Tim Bozon,-,22,LW,Left,MTL,Entry-Level,19,,3,10.2(c),2017,"$637,500","$819,167","$625,000","$625,000",$0,"$5,000"
Hunter Warner,-,20,RD,Right,MIN,Entry-Level,18,,3,RFA,2019,"$636,667","$636,667","$610,000","$575,000","$35,000",$0
Petteri Lindbohm,-,22,LD,Left,STL,Entry-Level,20,,3,RFA,2017,"$636,667","$700,000","$645,000","$575,000","$70,000","$55,000"
Branden Troock,-,22,RW,Right,DAL,Entry-Level,20,,3,UFANo QO,2017,"$636,666","$700,000","$645,000","$575,000","$70,000","$55,000"
Joe Hicketts,LAK,20,LD,Left,DET,Entry-Level,18,,3,RFA,2019,"$636,111","$636,111","$605,000","$575,000","$30,000",$0
Vincent Dunn,-,20,C,Left,OTT,Entry-Level,18,,3,UFANo QO,2018,"$635,833","$635,833","$630,000","$575,000","$55,000",$0
Jonas Gunnarsson,-,24,G,Left,NSH,Entry-Level,24,,1,UFANo QO,2017,"$635,000","$660,000","$635,000","$575,000","$60,000","$25,000"
Ken Appleby,NYI,21,G,Left,NJD,Entry-Level,20,,3,UFANo QO,2018,"$635,000","$635,000","$610,000","$575,000","$35,000",$0
Chase Balisy,-,24,C,Left,FLA,Entry-Level,23,,2,UFANo QO,2017,"$635,000","$635,000","$635,000","$575,000","$60,000",$0
Nathan Walker,STL,22,LW,Left,WSH,Entry-Level,20,,3,RFA,2017,"$635,000","$683,333","$645,000","$575,000","$70,000","$55,000"
Jeremy Grégoire,-,20,C,Right,MTL,Entry-Level,18,,3,UFANo QO,2018,"$633,333","$660,000","$625,000","$585,000","$40,000",$0
Scott Harrington,-,23,LD,Left,CBJ,Standard (2-way),23,,1,RFA,2017,"$632,500","$632,500","$632,500","$632,500",$0,$0
Tommy Hughes,-,24,RD,Right,NYR,Standard (2-way),24,,1,UFAGroup 6,2017,"$632,500","$632,500","$632,500","$632,500",$0,$0
Stefan Fournier,-,24,RW,Right,ARI,Standard (2-way),24,,1,UFAGroup 6,2017,"$632,500","$632,500","$632,500","$632,500",$0,$0
Michael Zalewski,-,23,"LW, C",Left,VAN,Standard (2-way),23,,1,UFANo QO,2017,"$632,500","$632,500","$632,500","$632,500",$0,$0
Andrew O'Brien,-,23,LD,Left,ANA,Standard (2-way),23,,1,RFA,2017,"$632,500","$632,500","$632,500","$632,500",$0,$0
Nikita Jevpalovs,-,21,LW,Right,SJS,Entry-Level,19,,3,UFANo QO,2017,"$632,500","$632,500","$660,000","$600,000","$60,000",$0
Félix Girard,-,22,C,Right,NSH,Entry-Level,20,,3,RFA,2017,"$631,667","$711,667","$640,000","$575,000","$65,000","$80,000"
Viktor Arvidsson,LAK,23,"RW, LW",Right,NSH,Entry-Level,21,,3,RFA,2017,"$631,667","$650,000","$640,000","$575,000","$65,000","$10,000"
Troy Bourke,-,22,C,Left,COL,Entry-Level,20,,3,UFANo QO,2017,"$631,666","$683,333","$645,000","$575,000","$70,000","$55,000"
Ryan Rupert,-,22,C,Left,TOR,Entry-Level,20,,3,UFANo QO,2017,"$631,666","$631,666","$660,000","$600,000","$60,000",$0
Tristan Jarry,PIT,21,G,Left,PIT,Entry-Level,18,,3,RFA,2018,"$630,833","$905,000","$575,000","$575,000",$0,"$282,500"
Keegan Kanzig,-,21,LD,Left,CGY,Entry-Level,18,,3,UFANo QO,2018,"$630,833","$863,333","$575,000","$575,000",$0,"$257,500"
Cole Cassels,-,21,C,Right,VAN,Entry-Level,18,,3,UFANo QO,2018,"$630,833","$905,000","$575,000","$575,000",$0,"$282,500"
Kyle Burroughs,SJS,20,LD/RD,Right,NYI,Entry-Level,20,,3,RFA,2018,"$630,000","$630,000","$605,000","$575,000","$30,000",$0
Jonathan-Ismael Diaby,-,21,LD,Left,NSH,Entry-Level,18,,3,RFA,2018,"$629,166","$858,333","$575,000","$575,000",$0,"$237,500"
Jake Paterson,-,22,G,Left,DET,Entry-Level,19,,3,UFANo QO,2017,"$628,333","$902,500","$575,000","$575,000",$0,"$257,500"
Andreas Athanasiou,CHI,21,"LW, RW",Left,DET,Entry-Level,19,,3,RFA,2017,"$628,333","$902,500","$575,000","$575,000",$0,"$257,500"
Luke Glendening,TBL,27,"C, RW, LW",Right,DET,Standard (1-way),24,,3,UFA,2017,"$628,333","$628,333","$675,000","$675,000",$0,$0
Matt Murray,TOR,22,G,Left,PIT,Entry-Level,19,,3,RFA,2017,"$628,333","$902,500","$575,000","$575,000",$0,"$257,500"
Dakota Mermis,MIN,22,LD/RD,Left,ARI,Entry-Level,21,,3,RFA,2018,"$626,667","$626,667","$595,000","$575,000","$20,000",$0
Ben Thomson,-,23,LW,Left,NJD,Entry-Level,21,,3,RFA,2017,"$626,667","$626,667","$635,000","$575,000","$60,000",$0
Barclay Goodrow,NYR,23,"C, LW",Left,SJS,Entry-Level,21,,3,RFA,2017,"$626,667","$626,667","$635,000","$575,000","$60,000",$0
Kenton Helgesen,-,22,LW,Left,ANA,Entry-Level,20,,3,UFANo QO,2017,"$626,666","$626,666","$635,000","$575,000","$60,000",$0
Brady Austin,-,23,LD,Left,BUF,Entry-Level,21,,3,UFANo QO,2017,"$626,666","$626,666","$635,000","$575,000","$60,000",$0
Ryan Sproul,-,23,RD,Right,DET,Standard (2-way),23,,2,UFAGroup 6,2018,"$625,000","$625,000","$600,000","$600,000",$0,$0
Tyler Wotherspoon,NJD,23,LD,Left,CGY,Standard (2-way),23,,1,RFA,2017,"$625,000","$625,000","$625,000","$625,000",$0,$0
Scott Mayfield,NYI,23,RD,Right,NYI,Standard (1-way),23,,2,RFA,2018,"$625,000","$625,000","$575,000","$575,000",$0,$0
T.J. Brennan,-,27,LD,Left,PHI,Standard (2-way),27,,2,UFA,2018,"$625,000","$625,000","$600,000","$600,000",$0,$0
Julian Melchiori,-,24,LD,Left,WPG,Standard (2-way),24,,2,UFAGroup 6,2018,"$625,000","$625,000","$600,000","$600,000",$0,$0
Kenny Agostino,-,24,LW,Left,STL,Standard (1-way),24,,1,UFAGroup 6,2017,"$625,000","$625,000","$625,000","$575,000","$50,000",$0
Aaron Dell,LAK,27,G,Left,SJS,Standard (2-way),27,,2,UFA,2018,"$625,000","$625,000","$575,000","$575,000",$0,$0
Micheal Haley,-,30,C,Left,SJS,Standard (2-way),30,,1,UFA,2017,"$625,000","$625,000","$625,000","$625,000",$0,$0
Tyler Graovac,-,23,C,Left,MIN,Standard (2-way),23,,2,UFAGroup 6,2018,"$625,000","$625,000","$600,000","$600,000",$0,$0
Corey Tropp,-,26,"RW, LW",Right,ANA,Standard (2-way),26,,2,UFA,2018,"$625,000","$625,000","$600,000","$600,000",$0,$0
Mark Alt,-,24,RD,Right,PHI,Standard (2-way),24,,1,UFAGroup 6,2017,"$625,000","$625,000","$625,000","$625,000",$0,$0
Brendan Ranford,-,24,LW,Left,DAL,Standard (2-way),24,,1,UFAGroup 6,2017,"$625,000","$625,000","$625,000","$625,000",$0,$0
Justin Dowling,NJD,25,"C, LW",Left,DAL,Standard (2-way),25,,1,UFAGroup 6,2017,"$625,000","$625,000","$625,000","$625,000",$0,$0
Seth Griffith,EDM,23,"RW, C",Right,BOS,Standard (2-way),23,,1,UFANo QO,2017,"$625,000","$625,000","$625,000","$625,000",$0,$0
Scott Wilson,-,24,LW,Left,PIT,Standard (1-way),24,,2,UFANo QO,2018,"$625,000","$625,000","$590,000","$590,000",$0,$0
Tom Kühnhackl,-,24,RW,Left,PIT,Standard (1-way),24,,2,UFANo QO,2018,"$625,000","$625,000","$590,000","$590,000",$0,$0
Kyle Baun,-,24,RW,Right,CHI,Standard (1-way),24,,2,UFAGroup 6,2018,"$625,000","$625,000","$600,000","$600,000",$0,$0
Colton Sissons,NSH,22,"C, RW",Right,NSH,Standard (2-way),22,,3,RFA,2019,"$625,000","$625,000","$575,000","$575,000",$0,$0
Magnus Hellberg,FLA,25,G,Left,NYR,Standard (2-way),24,,2,UFAGroup 6,2017,"$625,000","$625,000","$650,000","$650,000",$0,$0
Jaime Sifers,-,33,D,Right,CBJ,Standard (2-way),32,,2,UFA,2017,"$625,000","$625,000","$650,000","$650,000",$0,$0
Nate Prosser,-,30,RD,Right,MIN,Standard (1-way),29,,2,UFA,2017,"$625,000","$625,000","$650,000","$650,000",$0,$0
Charles Hudon,-,22,"C, LW, RW",Left,MTL,Entry-Level,19,,3,RFA,2017,"$625,000","$725,000","$575,000","$575,000",$0,"$100,000"
Reid Petryk,-,23,"C, RW",Right,COL,Entry-Level,23,,2,UFANo QO,2018,"$622,500","$622,500","$595,000","$575,000","$20,000",$0
Liam O'Brien,ARI,21,"LW, RW",Left,WSH,Entry-Level,20,,3,RFA,2017,"$621,667","$641,667","$630,000","$575,000","$55,000","$20,000"
Sergey Tolchinsky,-,21,LW,Left,CAR,Entry-Level,18,,3,UFANo QO,2018,"$616,667","$616,667","$575,000","$575,000",$0,$0
Zachary Leslie,-,22,LD,Left,LAK,Entry-Level,20,,3,10.2(c),2017,"$616,667","$616,667","$625,000","$575,000","$50,000",$0
Max Görtz,-,23,RW,Right,NSH,Entry-Level,21,,3,RFA,2017,"$616,667","$616,667","$625,000","$575,000","$50,000",$0
Jake Dotchin,-,22,RD,Right,TBL,Entry-Level,20,,3,RFA,2017,"$616,667","$616,667","$615,000","$575,000","$40,000",$0
Ryan Olsen,-,22,C,Right,WPG,Entry-Level,19,,3,UFANo QO,2017,"$616,667","$701,667","$600,000","$600,000",$0,"$75,000"
Axel Blomqvist,-,21,LW,Left,WPG,Entry-Level,18,,3,RFA,2018,"$616,666","$616,666","$575,000","$575,000",$0,$0
Cody Corbett,-,22,LD,Left,COL,Entry-Level,20,,3,UFANo QO,2017,"$616,666","$616,666","$625,000","$575,000","$50,000",$0
Justin Auger,-,22,RW,Right,LAK,Entry-Level,20,,3,RFA,2017,"$616,666","$616,666","$625,000","$575,000","$50,000",$0
Henri Ikonen,-,22,LW,Left,TBL,Entry-Level,20,,3,UFANo QO,2017,"$616,666","$616,666","$615,000","$575,000","$40,000",$0
Matia Marcantuoni,-,22,C,Right,PIT,Entry-Level,19,,3,RFA,2017,"$616,666","$733,333","$575,000","$575,000",$0,"$100,000"
Loic Leduc,-,22,RD,Right,NYI,Entry-Level,20,,3,UFANo QO,2017,"$615,000","$615,000","$640,000","$600,000","$40,000",$0
Zack Mitchell,-,23,RW,Right,MIN,Entry-Level,21,,3,RFA,2017,"$615,000","$615,000","$640,000","$600,000","$40,000",$0
Chris DiDomenico,-,27,"C, RW",Right,OTT,Standard (2-way),28,,2,UFA,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
Jeff Glass,-,30,G,Left,CHI,Standard (2-way),31,,2,UFA,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
Matt Bartkowski,-,28,RD,Left,CGY,Standard (2-way),28,,2,UFA,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
Tom McCollum,-,26,G,Left,CGY,Standard (2-way),26,,2,UFA,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
Freddie Hamilton,-,24,"C, RW",Right,CGY,Standard (1-way),24,,2,UFANo QO,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
Petter Granberg,-,23,RD,Right,NSH,Standard (2-way),23,,2,UFAGroup 6,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
Josh Leivo,-,23,"RW, LW",Right,TOR,Standard (1-way),23,,2,RFA,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
Jason Kasdorf,-,24,G,Left,BUF,Standard (2-way),24,,2,UFANo QO,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
Alan Quine,-,23,C,Left,NYI,Standard (1-way),23,,2,UFANo QO,2018,"$612,500","$612,500","$575,000","$575,000",$0,$0
